times,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,lag14,lag15,lag20
-1385000,0.009914056,0.009914056,0.006651998,0.002730104,0.000486597,0,0,0,0,0,0,0,0,0,0
-1386000,0.009635144,0.009635144,0.006246787,0.00246725,0.000306108,0,0,0,0,0,0,0,0,0,0
-1387000,0.009294995,0.009294995,0.005767375,0.002151602,9.5412e-05,0,0,0,0,0,0,0,0,0,0
-1388000,0.008901166,0.008901166,0.005221763,0.001798838,0,0,0,0,0,0,0,0,0,0,0
-1389000,0.008479304,0.008479304,0.004644737,0.001427317,0,0,0,0,0,0,0,0,0,0,0
-1390000,0.008012655,0.008012655,0.004017797,0.001023411,0,0,0,0,0,0,0,0,0,0,0
-1391000,0.007497632,0.007497632,0.003312438,0.000586307,0,0,0,0,0,0,0,0,0,0,0
-1392000,0.006950183,0.006950183,0.002620831,0.000134064,0,0,0,0,0,0,0,0,0,0,0
-1393000,0.006386892,0.00628793,0.001869639,0,0,0,0,0,0,0,0,0,0,0,0
-1394000,0.005795673,0.004995532,0.001145182,0,0,0,0,0,0,0,0,0,0,0,0
-1395000,0.005192566,0.003696869,0.000388435,0,0,0,0,0,0,0,0,0,0,0,0
-1396000,0.004585915,0.002461068,0,0,0,0,0,0,0,0,0,0,0,0,0
-1397000,0.003989827,0.001203269,0,0,0,0,0,0,0,0,0,0,0,0,0
-1398000,0.00339963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1399000,0.002035785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1400000,0,0.000270695,0.000231636,0,0,0,0,0,0,4.6271e-05,2.9106e-05,1.3257e-05,0,2.7e-06,0
-1401000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1402000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1403000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1404000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1406000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1407000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1408000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1409000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1411000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1413000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1414000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1416000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1417000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1418000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1419000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1421000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1422000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1423000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1424000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1426000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1427000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1428000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1429000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1432000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1433000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1434000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1436000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1437000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1438000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1439000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1442000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1443000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1444000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1445000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1452000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1453000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1454000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1455000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1456000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1457000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1459000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1462000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1463000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1464000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1469000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1471000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1472000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1473000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1474000,0.000602734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1475000,0.002266317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1476000,0.003716077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1477000,0.004224594,0.000890189,0,0,0,0,0,0,0,0,0,0,0,0,0
-1478000,0.004782178,0.002133375,0,0,0,0,0,0,0,0,0,0,0,0,0
-1479000,0.005391286,0.003501639,0.000220129,0,0,0,0,0,0,0,0,0,0,0,0
-1480000,0.006075695,0.005029793,0.001150271,0,0,0,0,0,0,0,0,0,0,0,0
-1481000,0.006809389,0.006809389,0.002150336,0,0,0,0,0,0,0,0,0,0,0,0
-1482000,0.007607303,0.007607303,0.003592822,0.000783683,0.000124318,0,0,0,0,0,0,0,0,0,0
-1483000,0.008465874,0.008465874,0.004773378,0.001552388,0,0,0,0,0,0,0,0,0,0,0
-1484000,0.009381973,0.009381973,0.006110677,0.002407005,0.000306646,0,0,0,0,0,0,0,0,0,0
-1485000,0.010335212,0.010335212,0.006938648,0.00292168,0.000600777,0,0,0,0,0,0,0,0,0,0
-1486000,0.011326073,0.011326073,0.008754032,0.004142586,0.001469345,0,0,0,0,0,0,0,0,0,0
-1487000,0.01236137,0.01236137,0.010128564,0.00503965,0.002068222,0.000248454,0,0,0,0,0,0,0,0,0
-1488000,0.013395297,0.013395297,0.011490344,0.005917526,0.002661961,0.000657394,0,0,0,0,0,0,0,0,0
-1489000,0.014430909,0.014430909,0.012790399,0.006788033,0.003248498,0.001062941,0,0,0,0,0,0,0,0,0
-1490000,0.015649886,0.015649886,0.014170316,0.007648232,0.003829561,0.00146173,0,0,0,0,0,0,0,0,0
-1491000,0.016460178,0.016460178,0.01544256,0.008473162,0.00438066,0.001842492,0.000219418,0,0,0,0,0,0,0,0
-1492000,0.017572511,0.017572511,0.016598076,0.009222341,0.004885291,0.002190789,0.000463916,0,0,0,0,0,0,0,0
-1493000,0.018205226,0.018205226,0.017694454,0.009923505,0.005357339,0.002517543,0.000692028,0,0,0,0,0,0,0,0
-1494000,0.018957766,0.018957766,0.018658468,0.010541838,0.005771553,0.002803825,0.000891334,0,0,0,0,0,0,0,0
-1495000,0.019573038,0.019573038,0.019448487,0.011050857,0.006110694,0.003036631,0.001057975,0,0,0,0,0,0,0,0
-1496000,0.020105482,0.020105482,0.020105482,0.011489965,0.006404997,0.003239586,0.00120062,0,0,0,0,0,0,0,0
-1497000,0.020492367,0.020492367,0.020492367,0.011815621,0.006618417,0.003387498,0.00130486,0,0,0,0,0,0,0,0
-1498000,0.020721476,0.020721476,0.020721476,0.012012435,0.006750641,0.003478922,0.001365403,0,0,0,0,0,0,0,0
-1499000,0.020826303,0.020826303,0.020826303,0.012106087,0.006811097,0.00351793,0.001397461,0,0,0,0,0,0,0,0
-1500000,0.020795313,0.020795313,0.020795313,0.01208884,0.00679689,0.003509742,0.001386966,0,0,0,0,0,0,0,0
-1501000,0.020578154,0.020578154,0.020578154,0.011924892,0.006686344,0.003427815,0.00133231,0,0,0,0,0,0,0,0
-1502000,0.020208083,0.020208083,0.020208083,0.011636175,0.006487404,0.003291126,0.001233348,0,0,0,0,0,0,0,0
-1503000,0.0197145,0.0197145,0.018961172,0.0106156,0.005729695,0.002714297,0.000781839,0,0,0,0,0,0,0,0
-1504000,0.019068305,0.019068305,0.018092098,0.010040234,0.005337346,0.00243258,0.000582059,0,0,0,0,0,0,0,0
-1505000,0.018294651,0.018294651,0.017843782,0.009949414,0.00532402,0.002471304,0.000642839,0,0,0,0,0,0,0,0
-1506000,0.01741447,0.01741447,0.016753012,0.009238562,0.004846146,0.002138574,0.000409475,0,0,0,0,0,0,0,0
-1507000,0.016452193,0.016452193,0.015569097,0.008462083,0.004323532,0.001776267,0.000154312,0,0,0,0,0,0,0,0
-1508000,0.015395304,0.015395304,0.014227631,0.007593802,0.003737809,0.001367728,0,0,0,0,0,0,0,0,0
-1509000,0.014323515,0.014323515,0.012822366,0.006682953,0.00311861,0.00094144,0,0,0,0,0,0,0,0,0
-1510000,0.013228652,0.013228652,0.011372922,0.005743428,0.002484257,0.000502859,0,0,0,0,0,0,0,0,0
-1511000,0.012089418,0.012089418,0.009854708,0.004757049,0.001823169,4.5325e-05,0,0,0,0,0,0,0,0,0
-1512000,0.010989503,0.010989503,0.008379537,0.00380267,0.001182635,0,0,0,0,0,0,0,0,0,0
-1513000,0.009907369,0.009907369,0.006910766,0.002858887,0.000548134,0,0,0,0,0,0,0,0,0,0
-1514000,0.008847186,0.008847186,0.005469096,0.001929663,0,0,0,0,0,0,0,0,0,0,0
-1515000,0.007834684,0.007834684,0.004085378,0.001042326,0,0,0,0,0,0,0,0,0,0,0
-1516000,0.006875322,0.006875322,0.002770499,0.000200102,0,0,0,0,0,0,0,0,0,0,0
-1517000,0.005979517,0.005731855,0.001539011,0,0,0,0,0,0,0,0,0,0,0,0
-1518000,0.005136459,0.003795575,0.000379773,0,0,0,0,0,0,0,0,0,0,0,0
-1519000,0.004370948,0.002036904,0,0,0,0,0,0,0,0,0,0,0,0,0
-1520000,0.003671504,0.000430597,0,0,0,0,0,0,0,0,0,0,0,0,0
-1521000,0.002627283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1522000,0.00014541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1523000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1524000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1526000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1527000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1528000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1531000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1532000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1533000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1534000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1536000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1537000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1538000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1539000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1541000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1542000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1543000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1544000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1545000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1546000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1547000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1548000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1549000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1551000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1552000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1553000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1554000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1556000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1557000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1558000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1559000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1562000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1563000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1564000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1565000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1566000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1567000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1568000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1569000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1571000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1572000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1573000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1574000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1575000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1576000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1577000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1578000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1579000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1581000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1582000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1583000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1584000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1586000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1587000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1588000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1589000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1591000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1592000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1593000,0.002732158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1594000,0.004279292,0.001464637,0,0,0,0,0,0,0,0,0,0,0,0,0
-1595000,0.005500733,0.004114547,0.000641324,0,0,0,0,0,0,0,0,0,0,0,0
-1596000,0.006896801,0.006896801,0.002514304,6.1136e-05,0,0,0,0,0,0,0,0,0,0,0
-1597000,0.008482433,0.008482433,0.00460293,0.001418387,0,0,0,0,0,0,0,0,0,0,0
-1598000,0.010193479,0.010193479,0.006867851,0.00283902,0.000588396,0,0,0,0,0,0,0,0,0,0
-1599000,0.012026026,0.012026026,0.009285224,0.004420486,0.001624873,0,0,0,0,0,0,0,0,0,0
-1600000,0.013953502,0.013953502,0.011820411,0.006057819,0.002719752,0.000684842,0,0,0,0,0,0,0,0,0
-1601000,0.015924238,0.015924238,0.014423546,0.007732629,0.003845829,0.001457369,0,0,0,0,0,0,0,0,0
-1602000,0.017873382,0.017873382,0.016993859,0.009402527,0.00496735,0.002234114,0.0004881,0,0,0,0,0,0,0,0
-1603000,0.019768719,0.019768719,0.019489378,0.011026368,0.006068844,0.002997431,0.001025083,0,0,0,0,0,0,0,0
-1604000,0.021588981,0.021588981,0.021588981,0.012595704,0.007133175,0.003736152,0.001548085,0.000106129,0,0,0,0,0,0,0
-1605000,0.023192834,0.023192834,0.023192834,0.014000752,0.008086228,0.004403755,0.002020152,0.000444389,0,0,0,0,0,0,0
-1606000,0.024622017,0.024622017,0.024622017,0.015268702,0.008954443,0.005008351,0.00245433,0.000753758,0,0,0,0,0,0,0
-1607000,0.025797676,0.025797676,0.025797676,0.016341764,0.009686122,0.005526695,0.002821188,0.001021106,0,0,0,0,0,0,0
-1608000,0.026642658,0.026642658,0.026642658,0.016426605,0.009684611,0.005465198,0.00273365,0.000915954,0,0,0,0,0,0,0
-1609000,0.027220316,0.027220316,0.027220316,0.017584,0.010530976,0.006110261,0.003231525,0.00130511,0,0,0,0,0,0,0
-1610000,0.027499538,0.027499538,0.027499538,0.01794753,0.010789381,0.006297358,0.003365277,0.001407265,7.1582e-05,0,0,0,0,0,0
-1611000,0.027467056,0.027467056,0.027467056,0.01808401,0.010892997,0.006377297,0.003424315,0.001451208,0.000103467,0,0,0,0,0,0
-1612000,0.02713674,0.02713674,0.02713674,0.017962806,0.010819757,0.006329106,0.003392131,0.001427314,8.5261e-05,0,0,0,0,0,0
-1613000,0.026614771,0.026614771,0.026614771,0.017636533,0.010600005,0.006180635,0.003288277,0.001350761,2.7789e-05,0,0,0,0,0,0
-1614000,0.025889769,0.025889769,0.025889769,0.017115234,0.010260455,0.005939852,0.003120454,0.001227243,0,0,0,0,0,0,0
-1615000,0.024970362,0.024970362,0.024970362,0.016425502,0.00979749,0.005619283,0.002891095,0.001060804,0,0,0,0,0,0,0
-1616000,0.023949932,0.023949932,0.023949932,0.015630709,0.009259991,0.005245899,0.002625009,0.000867089,0,0,0,0,0,0,0
-1617000,0.022848109,0.022848109,0.022848109,0.014745853,0.008654725,0.004827776,0.002323976,0.000647836,0,0,0,0,0,0,0
-1618000,0.021663097,0.021663097,0.021663097,0.013763804,0.007992652,0.004358472,0.001991034,0.000405247,0,0,0,0,0,0,0
-1619000,0.020481479,0.020481479,0.020481479,0.012764622,0.007309311,0.003884026,0.001648634,0.000157055,0,0,0,0,0,0,0
-1620000,0.019321101,0.019321101,0.019321101,0.011762364,0.006629299,0.003406737,0.001305247,0,0,0,0,0,0,0,0
-1621000,0.018162607,0.018162607,0.018162607,0.010746627,0.005939517,0.002921359,0.000961283,0,0,0,0,0,0,0,0
-1622000,0.017085056,0.017085056,0.017085056,0.009794657,0.005290359,0.002467209,0.000638175,0,0,0,0,0,0,0,0
-1623000,0.016064395,0.016064395,0.015991474,0.008875571,0.004663648,0.002028783,0.000325185,0,0,0,0,0,0,0,0
-1624000,0.015085887,0.015085887,0.014623644,0.007976886,0.004052296,0.001603119,1.9906e-05,0,0,0,0,0,0,0,0
-1625000,0.014155944,0.014155944,0.013304893,0.007115366,0.003461949,0.001190446,0,0,0,0,0,0,0,0,0
-1626000,0.013304363,0.013304363,0.01207869,0.006309473,0.002916849,0.000806522,0,0,0,0,0,0,0,0,0
-1627000,0.012506621,0.012506621,0.010918549,0.005548664,0.002396765,0.000444055,0,0,0,0,0,0,0,0,0
-1628000,0.011747435,0.011747435,0.009808198,0.004817341,0.001898579,9.8769e-05,0,0,0,0,0,0,0,0,0
-1629000,0.011050952,0.011050952,0.008772959,0.004143249,0.001437078,0,0,0,0,0,0,0,0,0,0
-1630000,0.010399658,0.010399658,0.007804368,0.003503929,0.001005883,0,0,0,0,0,0,0,0,0,0
-1631000,0.009776827,0.009776827,0.006876231,0.00289363,0.000593462,0,0,0,0,0,0,0,0,0,0
-1632000,0.009192151,0.009192151,0.006000016,0.001997057,0,0,0,0,0,0,0,0,0,0,0
-1633000,0.008632983,0.008632983,0.004735461,0.001453532,0,0,0,0,0,0,0,0,0,0,0
-1634000,0.008090315,0.008090315,0.003935748,0.000932765,0,0,0,0,0,0,0,0,0,0,0
-1635000,0.007562442,0.007562442,0.003158658,0.000432503,0,0,0,0,0,0,0,0,0,0,0
-1636000,0.00705201,0.00705201,0.002418389,0,0,0,0,0,0,0,0,0,0,0,0
-1637000,0.00653533,0.006481703,0.001675308,0,0,0,0,0,0,0,0,0,0,0,0
-1638000,0.006026707,0.005255715,0.001289351,0,0,0,0,0,0,0,0,0,0,0,0
-1639000,0.005525822,0.003726942,0.000325411,0,0,0,0,0,0,0,0,0,0,0,0
-1640000,0.005013361,0.003102426,2.889e-06,0,0,0,0,0,0,0,0,0,0,0,0
-1641000,0.004503887,0.001961336,0,0,0,0,0,0,0,0,0,0,0,0,0
-1642000,0.004006812,0.000829938,0,0,0,0,0,0,0,0,0,0,0,0,0
-1643000,0.003514271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1644000,0.002130423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1645000,0.000270292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1646000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1647000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1648000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1649000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1651000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1652000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1653000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1654000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1655000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1656000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1657000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1658000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1659000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1661000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1662000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1663000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1664000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1666000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1667000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1668000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1669000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1671000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1672000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1673000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1674000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1676000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1677000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1678000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1679000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1681000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1682000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1683000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1684000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1686000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1687000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1688000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1689000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1691000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1692000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1693000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1694000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1695000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1696000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1697000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1698000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1699000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1701000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1702000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1703000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1704000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1706000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1707000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1708000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1709000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1711000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1712000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1713000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
